ts_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,change1,change2,vol,amount,oi,oi_chg,fut_code,list_date,delist_date,activity_rank,generic,contract_change,adj_factor,adj_close
P2001.DCE,20190225,4808.0,4814.0,4812.0,4820.0,4790.0,4800.0,4804.0,-14.0,-10.0,1914.0,9195.65,15852.0,684.0,P,20190116,20200115,2.0,Pv2,False,1.0,4800.0
P2001.DCE,20190226,4800.0,4804.0,4792.0,4796.0,4742.0,4742.0,4762.0,-62.0,-42.0,6242.0,29725.88,15366.0,-486.0,P,20190116,20200115,2.0,Pv2,False,1.0,4742.0
P2001.DCE,20190227,4742.0,4762.0,4740.0,4760.0,4720.0,4726.0,4740.0,-36.0,-22.0,3396.0,16100.46,15954.0,588.0,P,20190116,20200115,2.0,Pv2,False,1.0,4726.0
P2001.DCE,20190228,4726.0,4740.0,4700.0,4746.0,4688.0,4730.0,4722.0,-10.0,-18.0,2290.0,10814.44,16380.0,426.0,P,20190116,20200115,2.0,Pv2,False,1.0,4730.0
P2001.DCE,20190301,4730.0,4722.0,4710.0,4806.0,4710.0,4798.0,4780.0,76.0,58.0,3102.0,14833.46,16144.0,-236.0,P,20190116,20200115,2.0,Pv2,False,1.0,4798.0
P2001.DCE,20190304,4798.0,4780.0,4812.0,4846.0,4780.0,4810.0,4812.0,30.0,32.0,13324.0,64134.0,24574.0,8430.0,P,20190116,20200115,2.0,Pv2,False,1.0,4810.0
P2001.DCE,20190305,4810.0,4812.0,4798.0,4820.0,4788.0,4812.0,4806.0,0.0,-6.0,3066.0,14737.82,25918.0,1344.0,P,20190116,20200115,2.0,Pv2,False,1.0,4812.0
P2001.DCE,20190306,4812.0,4806.0,4814.0,4864.0,4808.0,4826.0,4832.0,20.0,26.0,8838.0,42716.03,29898.0,3980.0,P,20190116,20200115,2.0,Pv2,False,1.0,4826.0
P2001.DCE,20190307,4826.0,4832.0,4824.0,4836.0,4788.0,4796.0,4804.0,-36.0,-28.0,16258.0,78125.6,36082.0,6184.0,P,20190116,20200115,2.0,Pv2,False,1.0,4796.0
P2001.DCE,20190308,4796.0,4804.0,4790.0,4814.0,4790.0,4802.0,4804.0,-2.0,0.0,7022.0,33739.34,37720.0,1638.0,P,20190116,20200115,2.0,Pv2,False,1.0,4802.0
P2001.DCE,20190311,4802.0,4804.0,4788.0,4814.0,4778.0,4780.0,4798.0,-24.0,-6.0,7772.0,37293.7,39094.0,1374.0,P,20190116,20200115,2.0,Pv2,False,1.0,4780.0
P2001.DCE,20190312,4780.0,4798.0,4780.0,4810.0,4776.0,4798.0,4792.0,0.0,-6.0,4800.0,23005.07,38958.0,-136.0,P,20190116,20200115,2.0,Pv2,False,1.0,4798.0
P2001.DCE,20190313,4798.0,4792.0,4794.0,4816.0,4782.0,4782.0,4796.0,-10.0,4.0,9496.0,45544.46,40536.0,1578.0,P,20190116,20200115,2.0,Pv2,False,1.0,4782.0
P2001.DCE,20190314,4782.0,4796.0,4772.0,4814.0,4772.0,4786.0,4798.0,-10.0,2.0,7732.0,37111.18,39916.0,-620.0,P,20190116,20200115,2.0,Pv2,False,1.0,4786.0
P2001.DCE,20190315,4786.0,4798.0,4800.0,4800.0,4774.0,4780.0,4782.0,-18.0,-16.0,7782.0,37216.36,38404.0,-1512.0,P,20190116,20200115,3.0,Pv3,False,1.0,4780.0
P2001.DCE,20190318,4780.0,4782.0,4798.0,4810.0,4798.0,4802.0,4802.0,20.0,20.0,4846.0,23279.05,38006.0,-398.0,P,20190116,20200115,3.0,Pv3,False,1.0,4802.0
P2001.DCE,20190319,4802.0,4802.0,4808.0,4816.0,4790.0,4792.0,4798.0,-10.0,-4.0,8128.0,39002.71,41852.0,3846.0,P,20190116,20200115,3.0,Pv3,False,1.0,4792.0
P2001.DCE,20190320,4792.0,4798.0,4800.0,4828.0,4798.0,4824.0,4814.0,26.0,16.0,12110.0,58300.76,47680.0,5828.0,P,20190116,20200115,3.0,Pv3,False,1.0,4824.0
P2001.DCE,20190321,4824.0,4814.0,4828.0,4838.0,4812.0,4824.0,4824.0,10.0,10.0,7296.0,35196.63,52778.0,5098.0,P,20190116,20200115,3.0,Pv3,False,1.0,4824.0
P2001.DCE,20190322,4824.0,4824.0,4822.0,4826.0,4808.0,4822.0,4818.0,-2.0,-6.0,4392.0,21164.84,54428.0,1650.0,P,20190116,20200115,3.0,Pv3,False,1.0,4822.0
P2001.DCE,20190325,4822.0,4818.0,4808.0,4820.0,4762.0,4766.0,4786.0,-52.0,-32.0,21784.0,104271.04,53738.0,-690.0,P,20190116,20200115,3.0,Pv3,False,1.0,4766.0
P2001.DCE,20190326,4766.0,4786.0,4768.0,4786.0,4748.0,4750.0,4766.0,-36.0,-20.0,13330.0,63542.41,54604.0,866.0,P,20190116,20200115,3.0,Pv3,False,1.0,4750.0
P2001.DCE,20190327,4750.0,4766.0,4760.0,4766.0,4704.0,4730.0,4738.0,-36.0,-28.0,18814.0,89173.78,61980.0,7376.0,P,20190116,20200115,3.0,Pv3,False,1.0,4730.0
P2001.DCE,20190328,4730.0,4738.0,4738.0,4740.0,4690.0,4708.0,4714.0,-30.0,-24.0,13294.0,62675.04,58652.0,-3328.0,P,20190116,20200115,3.0,Pv3,False,1.0,4708.0
P2001.DCE,20190329,4708.0,4714.0,4728.0,4728.0,4656.0,4680.0,4680.0,-34.0,-34.0,19448.0,91040.2,53876.0,-4776.0,P,20190116,20200115,3.0,Pv3,False,1.0,4680.0
P2001.DCE,20190401,4680.0,4680.0,4680.0,4710.0,4680.0,4710.0,4696.0,30.0,16.0,6218.0,29203.76,52734.0,-1142.0,P,20190116,20200115,3.0,Pv3,False,1.0,4710.0
P2001.DCE,20190402,4710.0,4696.0,4710.0,4732.0,4684.0,4732.0,4706.0,36.0,10.0,8056.0,37917.34,52782.0,48.0,P,20190116,20200115,3.0,Pv3,False,1.0,4732.0
P2001.DCE,20190403,4732.0,4706.0,4734.0,4788.0,4734.0,4760.0,4762.0,54.0,56.0,7340.0,34961.78,53776.0,994.0,P,20190116,20200115,3.0,Pv3,False,1.0,4760.0
P2001.DCE,20190404,4760.0,4762.0,4768.0,4776.0,4742.0,4776.0,4758.0,14.0,-4.0,7836.0,37298.53,55246.0,1470.0,P,20190116,20200115,3.0,Pv3,False,1.0,4776.0
P2001.DCE,20190408,4776.0,4758.0,4792.0,4804.0,4770.0,4772.0,4784.0,14.0,26.0,3192.0,15276.57,55294.0,48.0,P,20190116,20200115,3.0,Pv3,False,1.0,4772.0
P2001.DCE,20190409,4772.0,4784.0,4770.0,4812.0,4756.0,4800.0,4792.0,16.0,8.0,9258.0,44380.8,57520.0,2226.0,P,20190116,20200115,3.0,Pv3,False,1.0,4800.0
P2001.DCE,20190410,4800.0,4792.0,4792.0,4800.0,4766.0,4772.0,4780.0,-20.0,-12.0,12282.0,58710.93,59418.0,1898.0,P,20190116,20200115,3.0,Pv3,False,1.0,4772.0
P2001.DCE,20190411,4772.0,4780.0,4770.0,4778.0,4736.0,4748.0,4758.0,-32.0,-22.0,10218.0,48627.61,61884.0,2466.0,P,20190116,20200115,3.0,Pv3,False,1.0,4748.0
P2001.DCE,20190412,4748.0,4758.0,4748.0,4780.0,4738.0,4774.0,4766.0,16.0,8.0,21162.0,100862.05,65098.0,3214.0,P,20190116,20200115,3.0,Pv3,False,1.0,4774.0
P2001.DCE,20190415,4774.0,4766.0,4782.0,4786.0,4754.0,4758.0,4770.0,-8.0,4.0,11476.0,54755.94,70182.0,5084.0,P,20190116,20200115,3.0,Pv3,False,1.0,4758.0
P2001.DCE,20200109,6408.0,6408.0,,,,6426.0,6426.0,18.0,18.0,0.0,0.0,4601.0,0.0,P,20190116,20200115,1.0,Pv1,False,1.0,6426.0
P2001.DCE,20200110,6426.0,6426.0,,,,6518.0,6518.0,92.0,92.0,0.0,0.0,4601.0,0.0,P,20190116,20200115,1.0,Pv1,True,1.0,6518.0
P2002.DCE,20190222,,4802.0,,,,4814.0,4814.0,12.0,12.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4760.6
P2002.DCE,20190225,4814.0,4814.0,4822.0,4868.0,4822.0,4868.0,4844.0,54.0,30.0,4.0,19.38,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4814.0
P2002.DCE,20190226,4868.0,4844.0,,,,4844.0,4844.0,0.0,0.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4790.3
P2002.DCE,20190227,4844.0,4844.0,,,,4844.0,4844.0,0.0,0.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4790.3
P2002.DCE,20190228,4844.0,4844.0,,,,4826.0,4826.0,-18.0,-18.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4772.5
P2002.DCE,20190301,4826.0,4826.0,,,,4884.0,4884.0,58.0,58.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4829.8
P2002.DCE,20190304,4884.0,4884.0,,,,4884.0,4884.0,0.0,0.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4829.8
P2002.DCE,20190305,4884.0,4884.0,,,,4884.0,4884.0,0.0,0.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4829.8
P2002.DCE,20190306,4884.0,4884.0,,,,4910.0,4910.0,26.0,26.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4855.5
P2002.DCE,20190307,4910.0,4910.0,,,,4882.0,4882.0,-28.0,-28.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4827.8
P2002.DCE,20190308,4882.0,4882.0,,,,4882.0,4882.0,0.0,0.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4827.8
P2002.DCE,20190311,4882.0,4882.0,,,,4882.0,4882.0,0.0,0.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4827.8
P2002.DCE,20190312,4882.0,4882.0,,,,4876.0,4876.0,-6.0,-6.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4821.9
P2002.DCE,20190313,4876.0,4876.0,,,,4876.0,4876.0,0.0,0.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4821.9
P2002.DCE,20190314,4876.0,4876.0,,,,4878.0,4878.0,2.0,2.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4823.9
P2002.DCE,20190315,4878.0,4878.0,,,,4862.0,4862.0,-16.0,-16.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4808.1
P2002.DCE,20190318,4862.0,4862.0,,,,4882.0,4882.0,20.0,20.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4827.8
P2002.DCE,20190319,4882.0,4882.0,,,,4878.0,4878.0,-4.0,-4.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4823.9
P2002.DCE,20190320,4878.0,4878.0,,,,4878.0,4878.0,0.0,0.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4823.9
P2002.DCE,20190321,4878.0,4878.0,,,,4878.0,4878.0,0.0,0.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4823.9
P2002.DCE,20190322,4878.0,4878.0,,,,4872.0,4872.0,-6.0,-6.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4818.0
P2002.DCE,20190325,4872.0,4872.0,,,,4872.0,4872.0,0.0,0.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4818.0
P2002.DCE,20190326,4872.0,4872.0,,,,4852.0,4852.0,-20.0,-20.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4798.2
P2002.DCE,20190327,4852.0,4852.0,,,,4824.0,4824.0,-28.0,-28.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4770.5
P2002.DCE,20190328,4824.0,4824.0,,,,4800.0,4800.0,-24.0,-24.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4746.8
P2002.DCE,20190329,4800.0,4800.0,,,,4766.0,4766.0,-34.0,-34.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4713.1
P2002.DCE,20190401,4766.0,4766.0,,,,4782.0,4782.0,16.0,16.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4729.0
P2002.DCE,20190402,4782.0,4782.0,,,,4782.0,4782.0,0.0,0.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4729.0
P2002.DCE,20190403,4782.0,4782.0,,,,4782.0,4782.0,0.0,0.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4729.0
P2002.DCE,20190404,4782.0,4782.0,,,,4782.0,4782.0,0.0,0.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4729.0
P2002.DCE,20190408,4782.0,4782.0,4910.0,4910.0,4910.0,4910.0,4910.0,128.0,128.0,2.0,9.82,2.0,2.0,P,20190222,20200214,2.0,Pv2,False,0.9889071487263763,4855.5
P2002.DCE,20190409,4910.0,4910.0,,,,4918.0,4918.0,8.0,8.0,0.0,0.0,2.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4863.4
P2002.DCE,20190410,4918.0,4918.0,,,,4906.0,4906.0,-12.0,-12.0,0.0,0.0,2.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4851.6
P2002.DCE,20190411,4906.0,4906.0,,,,4906.0,4906.0,0.0,0.0,0.0,0.0,2.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4851.6
P2002.DCE,20190412,4906.0,4906.0,,,,4906.0,4906.0,0.0,0.0,0.0,0.0,2.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4851.6
P2002.DCE,20190415,4906.0,4906.0,4720.0,4720.0,4720.0,4720.0,4720.0,-186.0,-186.0,2.0,9.44,0.0,-2.0,P,20190222,20200214,2.0,Pv2,False,0.9889071487263763,4667.6
P2002.DCE,20190416,4720.0,4720.0,,,,4720.0,4720.0,0.0,0.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4667.6
P2002.DCE,20190417,4720.0,4720.0,,,,4738.0,4738.0,18.0,18.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4685.4
P2002.DCE,20190418,4738.0,4738.0,,,,4738.0,4738.0,0.0,0.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4685.4
P2002.DCE,20190419,4738.0,4738.0,,,,4726.0,4726.0,-12.0,-12.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4673.6
P2002.DCE,20190422,4726.0,4726.0,,,,4744.0,4744.0,18.0,18.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4691.4
P2002.DCE,20190423,4744.0,4744.0,,,,4720.0,4720.0,-24.0,-24.0,0.0,0.0,0.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4667.6
P2002.DCE,20190424,4720.0,4720.0,4768.0,4768.0,4768.0,4768.0,4768.0,48.0,48.0,4.0,19.07,4.0,4.0,P,20190222,20200214,3.0,Pv3,False,0.9889071487263763,4715.1
P2002.DCE,20190425,4768.0,4768.0,,,,4768.0,4768.0,0.0,0.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4715.1
P2002.DCE,20190426,4768.0,4768.0,,,,4726.0,4726.0,-42.0,-42.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4673.6
P2002.DCE,20190429,4726.0,4726.0,,,,4714.0,4714.0,-12.0,-12.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4661.7
P2002.DCE,20190430,4714.0,4714.0,,,,4716.0,4716.0,2.0,2.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4663.7
P2002.DCE,20190506,4716.0,4716.0,4512.0,4628.0,4498.0,4516.0,4550.0,-200.0,-166.0,10.0,45.51,4.0,0.0,P,20190222,20200214,3.0,Pv3,False,0.9889071487263763,4465.9
P2002.DCE,20190507,4516.0,4550.0,,,,4558.0,4558.0,8.0,8.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4507.4
P2002.DCE,20190508,4558.0,4558.0,,,,4558.0,4558.0,0.0,0.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4507.4
P2002.DCE,20190509,4558.0,4558.0,,,,4544.0,4544.0,-14.0,-14.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4493.6
P2002.DCE,20190510,4544.0,4544.0,,,,4542.0,4542.0,-2.0,-2.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4491.6
P2002.DCE,20190513,4542.0,4542.0,4640.0,4640.0,4640.0,4640.0,4640.0,98.0,98.0,2.0,9.28,6.0,2.0,P,20190222,20200214,2.0,Pv2,False,0.9889071487263763,4588.5
P2002.DCE,20190514,4640.0,4640.0,4602.0,4602.0,4602.0,4602.0,4602.0,-38.0,-38.0,2.0,9.2,8.0,2.0,P,20190222,20200214,3.0,Pv3,False,0.9889071487263763,4551.0
P2002.DCE,20190515,4602.0,4602.0,4640.0,4640.0,4556.0,4618.0,4604.0,16.0,2.0,6.0,27.63,6.0,-2.0,P,20190222,20200214,3.0,Pv3,False,0.9889071487263763,4566.8
P2002.DCE,20190516,4618.0,4604.0,4648.0,4648.0,4648.0,4648.0,4648.0,44.0,44.0,2.0,9.3,4.0,-2.0,P,20190222,20200214,2.0,Pv2,False,0.9889071487263763,4596.4
P2002.DCE,20190517,4648.0,4648.0,,,,4666.0,4666.0,18.0,18.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4614.2
P2002.DCE,20190520,4666.0,4666.0,,,,4666.0,4666.0,0.0,0.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4614.2
P2002.DCE,20190521,4666.0,4666.0,,,,4666.0,4666.0,0.0,0.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4614.2
P2002.DCE,20190522,4666.0,4666.0,,,,4634.0,4634.0,-32.0,-32.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4582.6
P2002.DCE,20190523,4634.0,4634.0,,,,4596.0,4596.0,-38.0,-38.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4545.0
P2002.DCE,20190524,4596.0,4596.0,,,,4596.0,4596.0,0.0,0.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4545.0
P2002.DCE,20190527,4596.0,4596.0,,,,4596.0,4596.0,0.0,0.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4545.0
P2002.DCE,20190528,4596.0,4596.0,,,,4596.0,4596.0,0.0,0.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4545.0
P2002.DCE,20190529,4596.0,4596.0,,,,4662.0,4662.0,66.0,66.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4610.3
P2002.DCE,20190530,4662.0,4662.0,,,,4662.0,4662.0,0.0,0.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4610.3
P2002.DCE,20190531,4662.0,4662.0,,,,4662.0,4662.0,0.0,0.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4610.3
P2002.DCE,20190603,4662.0,4662.0,,,,4618.0,4618.0,-44.0,-44.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4566.8
P2002.DCE,20190604,4618.0,4618.0,,,,4618.0,4618.0,0.0,0.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4566.8
P2002.DCE,20190605,4618.0,4618.0,,,,4634.0,4634.0,16.0,16.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4582.6
P2002.DCE,20190606,4634.0,4634.0,,,,4618.0,4618.0,-16.0,-16.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4566.8
P2002.DCE,20190610,4618.0,4618.0,,,,4618.0,4618.0,0.0,0.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4566.8
P2002.DCE,20190611,4618.0,4618.0,,,,4618.0,4618.0,0.0,0.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4566.8
P2002.DCE,20190612,4618.0,4618.0,,,,4604.0,4604.0,-14.0,-14.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4552.9
P2002.DCE,20190613,4604.0,4604.0,,,,4604.0,4604.0,0.0,0.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4552.9
P2002.DCE,20190614,4604.0,4604.0,,,,4604.0,4604.0,0.0,0.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4552.9
P2002.DCE,20190617,4604.0,4604.0,,,,4604.0,4604.0,0.0,0.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4552.9
P2002.DCE,20190618,4604.0,4604.0,,,,4604.0,4604.0,0.0,0.0,0.0,0.0,4.0,0.0,P,20190222,20200214,1.0,Pv1,False,0.9889071487263763,4552.9
