,ts_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,change1,change2,vol,amount,oi,oi_chg,fut_code,list_date,delist_date,expiry_rank,generic,rollover
5615,IF2103.CFX,20201218,5010.8,5003.0,5010.0,5014.6,4953.0,4977.6,4973.6,-25.4,-29.4,17443.0,2607925.74,73169.0,-663.0,IF,20200720,20210319,2.0,IFc2,
6279,IF2106.CFX,20201218,4971.8,4961.8,4964.2,4972.0,4911.0,4932.6,4930.6,-29.2,-31.2,4182.0,620181.588,22935.0,566.0,IF,20201019,20210618,3.0,IFc3,
6903,IF2101.CFX,20201221,4993.0,4990.4,4988.8,5056.2,4958.2,5040.8,5043.4,50.4,53.0,79009.0,11900835.906,85707.0,6999.0,IF,20201123,20210115,1.0,IFc1,
7165,IF2102.CFX,20201221,,4990.4,4983.2,5050.0,4952.8,5032.6,5036.4,42.2,46.0,457.0,68718.258,433.0,,IF,20201221,20210219,2.0,IFc2,
5616,IF2103.CFX,20201221,4977.6,4973.6,4980.0,5039.6,4945.0,5025.0,5027.4,51.4,53.8,18822.0,2826057.684,73615.0,446.0,IF,20200720,20210319,3.0,IFc3,
6904,IF2101.CFX,20201222,5040.8,5043.4,5034.8,5048.6,4955.2,4965.0,4975.0,-78.4,-68.4,79199.0,11904984.798,80206.0,-5501.0,IF,20201123,20210115,1.0,IFc1,
7166,IF2102.CFX,20201222,5032.6,5036.4,5007.8,5042.4,4950.2,4957.8,4973.4,-78.6,-63.0,1027.0,154025.646,1017.0,584.0,IF,20201221,20210219,2.0,IFc2,
5617,IF2103.CFX,20201222,5025.0,5027.4,5017.0,5035.0,4943.0,4951.8,4963.6,-75.6,-63.8,23126.0,3467276.5919999997,77394.0,3779.0,IF,20200720,20210319,3.0,IFc3,
6905,IF2101.CFX,20201223,4965.0,4975.0,4977.8,5033.0,4971.4,5001.8,4993.8,26.8,18.8,82773.0,12410356.188,84929.0,4723.0,IF,20201123,20210115,1.0,IFc1,
7167,IF2102.CFX,20201223,4957.8,4973.4,4965.4,5024.4,4965.4,4997.2,4985.4,23.8,12.0,797.0,119308.79400000001,1006.0,-11.0,IF,20201221,20210219,2.0,IFc2,
5618,IF2103.CFX,20201223,4951.8,4963.6,4965.0,5016.4,4957.8,4986.6,4979.2,23.0,15.6,22149.0,3311400.354,75311.0,-2083.0,IF,20200720,20210319,3.0,IFc3,
6906,IF2101.CFX,20201224,5001.8,4993.8,5002.0,5024.0,4975.0,5002.6,4991.8,8.8,-2.0,72642.0,10894864.182,77447.0,-7482.0,IF,20201123,20210115,1.0,IFc1,
7168,IF2102.CFX,20201224,4997.2,4985.4,4997.2,5016.8,4970.0,4998.4,4985.0,13.0,-0.4,933.0,139791.786,1361.0,355.0,IF,20201221,20210219,2.0,IFc2,
5619,IF2103.CFX,20201224,4986.6,4979.2,4985.4,5009.0,4963.8,4988.6,4978.6,9.4,-0.6,16787.0,2510415.444,75189.0,-122.0,IF,20200720,20210319,3.0,IFc3,
6907,IF2101.CFX,20201225,5002.6,4991.8,4981.6,5047.4,4973.6,5043.4,5042.8,51.6,51.0,74189.0,11171720.784000002,81697.0,4250.0,IF,20201123,20210115,1.0,IFc1,
7169,IF2102.CFX,20201225,4998.4,4985.0,4985.6,5041.6,4969.0,5039.2,5036.0,54.2,51.0,895.0,134619.924,1241.0,-120.0,IF,20201221,20210219,2.0,IFc2,
5620,IF2103.CFX,20201225,4988.6,4978.6,4975.0,5033.0,4962.0,5030.8,5027.4,52.2,48.8,16925.0,2542754.82,75511.0,322.0,IF,20200720,20210319,3.0,IFc3,
6908,IF2101.CFX,20201228,5043.4,5042.8,5043.8,5095.0,5034.4,5064.2,5057.6,21.4,14.8,76766.0,11657168.472000001,83196.0,1499.0,IF,20201123,20210115,1.0,IFc1,
7170,IF2102.CFX,20201228,5039.2,5036.0,5039.2,5088.8,5030.4,5061.0,5051.2,25.0,15.2,1174.0,177937.58399999997,1681.0,440.0,IF,20201221,20210219,2.0,IFc2,
5621,IF2103.CFX,20201228,5030.8,5027.4,5031.0,5079.6,5020.8,5054.2,5043.6,26.8,16.2,20110.0,3045303.0360000003,76647.0,1136.0,IF,20200720,20210319,3.0,IFc3,
6909,IF2101.CFX,20201229,5064.2,5057.6,5075.0,5088.6,5042.0,5052.2,5050.6,-5.4,-7.0,71388.0,10841366.195999999,81445.0,-1751.0,IF,20201123,20210115,1.0,IFc1,
7171,IF2102.CFX,20201229,5061.0,5051.2,5080.8,5082.6,5037.6,5043.4,5046.0,-7.8,-5.2,1284.0,194833.032,2066.0,385.0,IF,20201221,20210219,2.0,IFc2,
5622,IF2103.CFX,20201229,5054.2,5043.6,5062.2,5075.0,5032.6,5041.8,5042.6,-1.8,-1.0,17692.0,2680904.9280000003,77481.0,834.0,IF,20200720,20210319,3.0,IFc3,
6910,IF2101.CFX,20201230,5052.2,5050.6,5047.6,5119.0,5045.0,5115.8,5112.2,65.2,61.6,75976.0,11609534.802000001,83159.0,1714.0,IF,20201123,20210115,1.0,IFc1,
7172,IF2102.CFX,20201230,5043.4,5046.0,5036.8,5116.6,5036.8,5116.6,5107.2,70.6,61.2,1209.0,184643.988,2149.0,83.0,IF,20201221,20210219,2.0,IFc2,
5623,IF2103.CFX,20201230,5041.8,5042.6,5036.2,5111.0,5036.2,5111.0,5105.0,68.4,62.4,20492.0,3126999.0719999997,80319.0,2838.0,IF,20200720,20210319,3.0,IFc3,
6911,IF2101.CFX,20201231,5115.8,5112.2,5129.8,5231.2,5123.0,5227.0,5216.2,114.8,104.0,92827.0,14455605.192,90826.0,7667.0,IF,20201123,20210115,1.0,IFc1,
7173,IF2102.CFX,20201231,5116.6,5107.2,5125.0,5228.6,5124.2,5221.2,5210.4,114.0,103.2,2703.0,420571.14,3616.0,1467.0,IF,20201221,20210219,2.0,IFc2,
5624,IF2103.CFX,20201231,5111.0,5105.0,5120.0,5226.0,5120.0,5225.4,5211.6,120.4,106.6,27666.0,4303386.192,83555.0,3236.0,IF,20200720,20210319,3.0,IFc3,
6912,IF2101.CFX,20210104,5227.0,5216.2,5230.0,5298.8,5192.0,5260.0,5278.6,43.8,62.4,84288.0,13280738.802000001,84531.0,-6295.0,IF,20201123,20210115,1.0,IFc1,
7174,IF2102.CFX,20210104,5221.2,5210.4,5230.0,5295.0,5197.2,5262.0,5275.2,51.6,64.8,2855.0,449409.756,3877.0,261.0,IF,20201221,20210219,2.0,IFc2,
5625,IF2103.CFX,20210104,5225.4,5211.6,5232.6,5294.8,5196.0,5257.4,5277.0,45.8,65.4,24260.0,3821917.992,84072.0,517.0,IF,20200720,20210319,3.0,IFc3,
6913,IF2101.CFX,20210105,5260.0,5278.6,5250.0,5370.8,5238.8,5359.8,5357.0,81.2,78.4,88203.0,14041364.328,85968.0,1437.0,IF,20201123,20210115,1.0,IFc1,
7175,IF2102.CFX,20210105,5262.0,5275.2,5245.8,5366.8,5237.0,5353.6,5353.2,78.4,78.0,2868.0,456528.654,4349.0,472.0,IF,20201221,20210219,2.0,IFc2,
5626,IF2103.CFX,20210105,5257.4,5277.0,5247.8,5357.0,5237.2,5349.6,5346.4,72.6,69.4,25792.0,4102002.42,85638.0,1566.0,IF,20200720,20210319,3.0,IFc3,
6914,IF2101.CFX,20210106,5359.8,5357.0,5374.8,5443.4,5346.6,5408.4,5397.8,51.4,40.8,94934.0,15353564.232,85935.0,-33.0,IF,20201123,20210115,1.0,IFc1,
7176,IF2102.CFX,20210106,5353.6,5353.2,5375.0,5438.0,5345.6,5402.6,5392.8,49.4,39.6,3404.0,550202.298,5034.0,685.0,IF,20201221,20210219,2.0,IFc2,
5627,IF2103.CFX,20210106,5349.6,5346.4,5368.0,5430.0,5344.2,5394.0,5390.4,47.6,44.0,29178.0,4713121.433999999,85865.0,227.0,IF,20200720,20210319,3.0,IFc3,
6915,IF2101.CFX,20210107,5408.4,5397.8,5426.8,5531.8,5410.4,5530.0,5478.2,132.2,80.4,104541.0,17094656.34,90480.0,4545.0,IF,20201123,20210115,1.0,IFc1,
7177,IF2102.CFX,20210107,5402.6,5392.8,5419.2,5524.0,5405.6,5523.2,5469.6,130.4,76.8,3878.0,633498.24,6134.0,1100.0,IF,20201221,20210219,2.0,IFc2,
5628,IF2103.CFX,20210107,5394.0,5390.4,5400.0,5518.0,5398.4,5516.8,5459.2,126.4,68.8,27958.0,4560478.896000001,86262.0,397.0,IF,20200720,20210319,3.0,IFc3,
6916,IF2101.CFX,20210108,5530.0,5478.2,5546.4,5563.6,5450.0,5505.4,5485.2,27.2,7.0,104492.0,17232765.822,83635.0,-6845.0,IF,20201123,20210115,1.0,IFc1,
7178,IF2102.CFX,20210108,5523.2,5469.6,5536.4,5555.2,5448.2,5500.8,5482.6,31.2,13.0,6135.0,1010930.3520000001,8507.0,2373.0,IF,20201221,20210219,2.0,IFc2,
5629,IF2103.CFX,20210108,5516.8,5459.2,5532.8,5552.0,5441.8,5496.4,5477.0,37.2,17.8,33549.0,5524103.25,87766.0,1504.0,IF,20200720,20210319,3.0,IFc3,
6917,IF2101.CFX,20210111,5505.4,5485.2,5515.0,5552.2,5407.2,5436.8,5438.6,-48.4,-46.6,109814.0,18083699.286,83628.0,-7.0,IF,20201123,20210115,1.0,IFc1,
7179,IF2102.CFX,20210111,5500.8,5482.6,5506.4,5544.4,5405.0,5440.2,5432.8,-42.4,-49.8,9244.0,1520606.4119999998,11553.0,3046.0,IF,20201221,20210219,2.0,IFc2,
5630,IF2103.CFX,20210111,5496.4,5477.0,5492.4,5536.8,5400.0,5429.0,5424.8,-48.0,-52.2,35425.0,5820408.582,87302.0,-464.0,IF,20200720,20210319,3.0,IFc3,
6918,IF2101.CFX,20210112,5436.8,5438.6,5427.2,5597.0,5425.0,5596.8,5567.6,158.2,129.0,100185.0,16542943.524,71505.0,-12123.0,IF,20201123,20210115,1.0,IFc1,
7180,IF2102.CFX,20210112,5440.2,5432.8,5419.8,5593.8,5419.2,5593.8,5561.6,161.0,128.8,16320.0,2693935.896,19881.0,8328.0,IF,20201221,20210219,2.0,IFc2,
5631,IF2103.CFX,20210112,5429.0,5424.8,5430.0,5577.0,5415.0,5575.8,5550.6,151.0,125.8,39605.0,6527888.124,87021.0,-281.0,IF,20200720,20210319,3.0,IFc3,
6919,IF2101.CFX,20210113,5596.8,5567.6,5598.0,5641.8,5539.0,5578.6,5567.4,11.0,-0.2,97993.0,16442286.162,65093.0,-6412.0,IF,20201123,20210115,1.0,IFc1,
7181,IF2102.CFX,20210113,5593.8,5561.6,5610.2,5636.2,5533.0,5572.4,5562.2,10.8,0.6,24416.0,4090498.164,28184.0,8303.0,IF,20201221,20210219,2.0,IFc2,
5632,IF2103.CFX,20210113,5575.8,5550.6,5589.0,5623.8,5528.0,5562.8,5553.8,12.2,3.2,39028.0,6529528.223999999,88957.0,1936.0,IF,20200720,20210319,3.0,IFc3,
6920,IF2101.CFX,20210114,5578.6,5567.4,5564.6,5569.0,5466.0,5478.4,5488.6,-89.0,-78.8,72851.0,12067382.435999999,28087.0,-37006.0,IF,20201123,20210115,1.0,IFc1,
7182,IF2102.CFX,20210114,5572.4,5562.2,5559.6,5567.0,5463.8,5479.0,5484.6,-83.2,-77.6,53157.0,8786035.956,57485.0,29301.0,IF,20201221,20210219,2.0,IFc2,
5633,IF2103.CFX,20210114,5562.8,5553.8,5548.0,5558.4,5460.2,5473.0,5481.0,-80.8,-72.8,37120.0,6132371.7360000005,91764.0,2807.0,IF,20200720,20210319,3.0,IFc3,
7183,IF2102.CFX,20210115,5479.0,5484.6,5493.0,5507.8,5391.2,5448.0,5457.8,-36.6,-26.8,97600.0,15987307.944,81606.0,24121.0,IF,20201221,20210219,1.0,IFc1,
5634,IF2103.CFX,20210115,5473.0,5481.0,5500.0,5502.8,5390.0,5445.6,5453.8,-35.4,-27.2,40253.0,6589310.538,93359.0,1595.0,IF,20200720,20210319,2.0,IFc2,
6298,IF2106.CFX,20210115,5428.4,5435.4,5435.0,5459.4,5347.0,5398.6,5413.4,-36.8,-22.0,7786.0,1263846.318,29862.0,1050.0,IF,20201019,20210618,3.0,IFc3,1.0
7184,IF2102.CFX,20210118,5448.0,5457.8,5432.0,5545.6,5411.0,5508.0,5516.0,50.2,58.2,88074.0,14495262.348,75327.0,-6279.0,IF,20201221,20210219,1.0,IFc1,
5635,IF2103.CFX,20210118,5445.6,5453.8,5436.0,5535.0,5405.4,5502.0,5506.8,48.2,53.0,31212.0,5131704.348,88266.0,-5093.0,IF,20200720,20210319,2.0,IFc2,
6299,IF2106.CFX,20210118,5398.6,5413.4,5383.0,5485.8,5363.6,5450.2,5457.4,36.8,44.0,7305.0,1189965.504,29835.0,-27.0,IF,20201019,20210618,3.0,IFc3,
7185,IF2102.CFX,20210119,5508.0,5516.0,5524.0,5524.4,5413.4,5436.4,5428.0,-79.6,-88.0,91256.0,14988295.44,78425.0,3098.0,IF,20201221,20210219,1.0,IFc1,
5636,IF2103.CFX,20210119,5502.0,5506.8,5510.0,5516.6,5410.0,5429.2,5423.2,-77.6,-83.6,32788.0,5377880.37,90035.0,1769.0,IF,20200720,20210319,2.0,IFc2,
6300,IF2106.CFX,20210119,5450.2,5457.4,5457.4,5467.8,5365.0,5385.0,5378.2,-72.4,-79.2,7745.0,1258951.656,30460.0,625.0,IF,20201019,20210618,3.0,IFc3,
7186,IF2102.CFX,20210120,5436.4,5428.0,5439.0,5497.0,5428.0,5462.6,5465.0,34.6,37.0,94321.0,15463845.804000001,78219.0,-206.0,IF,20201221,20210219,1.0,IFc1,
5637,IF2103.CFX,20210120,5429.2,5423.2,5434.0,5487.0,5421.2,5455.0,5456.6,31.8,33.4,31361.0,5133997.488,88425.0,-1610.0,IF,20200720,20210319,2.0,IFc2,
6301,IF2106.CFX,20210120,5385.0,5378.2,5388.2,5437.6,5371.6,5402.6,5404.6,24.4,26.4,7008.0,1136780.52,29730.0,-730.0,IF,20201019,20210618,3.0,IFc3,
7187,IF2102.CFX,20210121,5462.6,5465.0,5490.0,5590.2,5481.0,5550.0,5558.0,85.0,93.0,101530.0,16868756.274,80781.0,2562.0,IF,20201221,20210219,1.0,IFc1,
5638,IF2103.CFX,20210121,5455.0,5456.6,5475.0,5577.0,5471.0,5540.4,5546.0,83.8,89.4,34256.0,5680636.422,89375.0,950.0,IF,20200720,20210319,2.0,IFc2,
6302,IF2106.CFX,20210121,5402.6,5404.6,5429.0,5523.0,5422.0,5487.6,5493.8,83.0,89.2,8343.0,1370694.042,30575.0,845.0,IF,20201019,20210618,3.0,IFc3,
7188,IF2102.CFX,20210122,5550.0,5558.0,5547.2,5560.0,5496.0,5544.8,5539.6,-13.2,-18.4,91686.0,15217381.806,75414.0,-5367.0,IF,20201221,20210219,1.0,IFc1,
5639,IF2103.CFX,20210122,5540.4,5546.0,5536.8,5551.0,5488.0,5532.4,5529.2,-13.6,-16.8,29506.0,4888400.124,86124.0,-3251.0,IF,20200720,20210319,2.0,IFc2,
6303,IF2106.CFX,20210122,5487.6,5493.8,5483.8,5501.6,5441.0,5479.0,5473.0,-14.8,-20.8,6624.0,1087070.256,29519.0,-1056.0,IF,20201019,20210618,3.0,IFc3,
7189,IF2102.CFX,20210125,5544.8,5539.6,5542.4,5619.0,5514.0,5589.0,5581.0,49.4,41.4,98937.0,16546823.238,80924.0,5510.0,IF,20201221,20210219,1.0,IFc1,
5640,IF2103.CFX,20210125,5532.4,5529.2,5536.0,5604.8,5503.2,5575.4,5569.0,46.2,39.8,36364.0,6070770.378,89572.0,3448.0,IF,20200720,20210319,2.0,IFc2,
6304,IF2106.CFX,20210125,5479.0,5473.0,5478.4,5544.8,5445.6,5517.8,5508.0,44.8,35.0,7556.0,1248204.732,29942.0,423.0,IF,20201019,20210618,3.0,IFc3,
7190,IF2102.CFX,20210126,5589.0,5581.0,5561.2,5563.6,5483.6,5497.6,5503.0,-83.4,-78.0,88020.0,14584666.152,75996.0,-4928.0,IF,20201221,20210219,1.0,IFc1,
5641,IF2103.CFX,20210126,5575.4,5569.0,5551.2,5551.2,5473.4,5487.6,5492.2,-81.4,-76.8,30801.0,5094375.84,88357.0,-1215.0,IF,20200720,20210319,2.0,IFc2,
6305,IF2106.CFX,20210126,5517.8,5508.0,5497.6,5497.6,5416.2,5426.8,5432.2,-81.2,-75.8,7119.0,1164664.332,30049.0,107.0,IF,20201019,20210618,3.0,IFc3,
7191,IF2102.CFX,20210127,5497.6,5503.0,5510.0,5526.0,5450.6,5495.0,5495.8,-8.0,-7.2,81017.0,13351022.238,75613.0,-383.0,IF,20201221,20210219,1.0,IFc1,
5642,IF2103.CFX,20210127,5487.6,5492.2,5488.0,5515.2,5443.6,5485.4,5485.0,-6.8,-7.2,25812.0,4245979.428,89998.0,1641.0,IF,20200720,20210319,2.0,IFc2,
6306,IF2106.CFX,20210127,5426.8,5432.2,5430.0,5453.6,5390.0,5425.0,5423.8,-7.2,-8.4,6055.0,985550.184,30061.0,12.0,IF,20201019,20210618,3.0,IFc3,
7192,IF2102.CFX,20210128,5495.0,5495.8,5440.4,5448.2,5359.0,5376.0,5377.4,-119.8,-118.4,93969.0,15232734.954000002,80401.0,4788.0,IF,20201221,20210219,1.0,IFc1,
5643,IF2103.CFX,20210128,5485.4,5485.0,5438.6,5440.6,5351.4,5366.6,5369.0,-118.4,-116.0,35459.0,5741536.643999999,93680.0,3682.0,IF,20200720,20210319,2.0,IFc2,
6307,IF2106.CFX,20210128,5425.0,5423.8,5388.0,5388.0,5296.0,5315.8,5311.6,-108.0,-112.2,8746.0,1401093.186,31626.0,1565.0,IF,20201019,20210618,3.0,IFc3,
7193,IF2102.CFX,20210129,5376.0,5377.4,5406.8,5419.0,5276.6,5342.4,5323.2,-35.0,-54.2,103281.0,16631073.99,83274.0,2873.0,IF,20201221,20210219,1.0,IFc1,
5644,IF2103.CFX,20210129,5366.6,5369.0,5399.4,5411.8,5269.6,5330.2,5311.0,-38.8,-58.0,37992.0,6103882.313999999,92191.0,-1489.0,IF,20200720,20210319,2.0,IFc2,
6308,IF2106.CFX,20210129,5315.8,5311.6,5350.2,5354.8,5207.6,5270.4,5252.2,-41.2,-59.4,8934.0,1418552.43,31332.0,-294.0,IF,20201019,20210618,3.0,IFc3,
7194,IF2102.CFX,20210201,5342.4,5323.2,5355.0,5408.6,5345.2,5406.0,5400.2,82.8,77.0,78288.0,12642266.274,72857.0,-10417.0,IF,20201221,20210219,1.0,IFc1,
5645,IF2103.CFX,20210201,5330.2,5311.0,5330.0,5398.0,5330.0,5393.2,5388.8,82.2,77.8,27532.0,4437709.896000001,91474.0,-717.0,IF,20200720,20210319,2.0,IFc2,
6309,IF2106.CFX,20210201,5270.4,5252.2,5278.0,5333.4,5275.8,5328.2,5323.8,76.0,71.6,6352.0,1011599.208,31963.0,631.0,IF,20201019,20210618,3.0,IFc3,
7195,IF2102.CFX,20210202,5406.0,5400.2,5418.2,5475.0,5409.0,5469.6,5467.0,69.4,66.8,74266.0,12144948.012,71439.0,-1418.0,IF,20201221,20210219,1.0,IFc1,
5646,IF2103.CFX,20210202,5393.2,5388.8,5405.0,5461.6,5398.2,5457.6,5453.8,68.8,65.0,28786.0,4697670.852,90933.0,-541.0,IF,20200720,20210319,2.0,IFc2,
6310,IF2106.CFX,20210202,5328.2,5323.8,5341.0,5395.2,5331.6,5390.8,5387.6,67.0,63.8,7351.0,1184768.982,32849.0,886.0,IF,20201019,20210618,3.0,IFc3,
7196,IF2102.CFX,20210203,5469.6,5467.0,5467.0,5507.6,5448.0,5473.8,5479.4,6.8,12.4,74095.0,12182982.99,72281.0,842.0,IF,20201221,20210219,1.0,IFc1,
5647,IF2103.CFX,20210203,5457.6,5453.8,5458.0,5492.6,5437.2,5461.0,5466.8,7.2,13.0,26121.0,4284760.26,90820.0,-113.0,IF,20200720,20210319,2.0,IFc2,
6311,IF2106.CFX,20210203,5390.8,5387.6,5389.8,5420.8,5370.0,5390.0,5395.6,2.4,8.0,5663.0,917091.072,32335.0,-514.0,IF,20201019,20210618,3.0,IFc3,
7197,IF2102.CFX,20210204,5473.8,5479.4,5447.8,5499.8,5408.4,5472.2,5466.8,-7.2,-12.6,89954.0,14722971.444,75991.0,3710.0,IF,20201221,20210219,1.0,IFc1,
5648,IF2103.CFX,20210204,5461.0,5466.8,5440.0,5486.0,5400.0,5461.6,5455.0,-5.2,-11.8,33297.0,5437744.362000001,92710.0,1890.0,IF,20200720,20210319,2.0,IFc2,
6312,IF2106.CFX,20210204,5390.0,5395.6,5364.6,5415.0,5333.6,5392.0,5387.0,-3.6,-8.6,7193.0,1160175.648,33192.0,857.0,IF,20201019,20210618,3.0,IFc3,
7198,IF2102.CFX,20210205,5472.2,5466.8,5490.4,5536.6,5467.4,5473.8,5491.6,7.0,24.8,87445.0,14435123.646,69519.0,-6472.0,IF,20201221,20210219,1.0,IFc1,
5649,IF2103.CFX,20210205,5461.6,5455.0,5481.8,5522.8,5456.0,5463.2,5479.2,8.2,24.2,34504.0,5683503.857999999,94614.0,1904.0,IF,20200720,20210319,2.0,IFc2,
6313,IF2106.CFX,20210205,5392.0,5387.0,5410.0,5450.0,5388.2,5395.0,5408.2,8.0,21.2,6584.0,1070716.53,32695.0,-497.0,IF,20201019,20210618,3.0,IFc3,
7199,IF2102.CFX,20210208,5473.8,5491.6,5503.8,5571.4,5480.4,5535.8,5545.0,44.2,53.4,78561.0,13025990.16,62192.0,-7327.0,IF,20201221,20210219,1.0,IFc1,
5650,IF2103.CFX,20210208,5463.2,5479.2,5487.0,5557.0,5470.4,5526.0,5532.0,46.8,52.8,40991.0,6783731.886,98217.0,3603.0,IF,20200720,20210319,2.0,IFc2,
6314,IF2106.CFX,20210208,5395.0,5408.2,5417.2,5480.0,5408.0,5453.6,5459.6,45.4,51.4,6760.0,1104383.502,32983.0,288.0,IF,20201019,20210618,3.0,IFc3,
7200,IF2102.CFX,20210209,5535.8,5545.0,5565.6,5675.6,5542.6,5671.4,5661.8,126.4,116.8,74802.0,12596374.104,56187.0,-6005.0,IF,20201221,20210219,1.0,IFc1,
5651,IF2103.CFX,20210209,5526.0,5532.0,5549.0,5660.8,5531.8,5659.0,5649.0,127.0,117.0,46292.0,7781991.072000001,105183.0,6966.0,IF,20200720,20210319,2.0,IFc2,
6315,IF2106.CFX,20210209,5453.6,5459.6,5479.8,5583.6,5460.0,5582.6,5570.4,123.0,110.8,6880.0,1140631.14,33340.0,357.0,IF,20201019,20210618,3.0,IFc3,
7201,IF2102.CFX,20210210,5671.4,5661.8,5691.0,5828.8,5680.6,5801.0,5801.2,139.2,139.4,62540.0,10784409.654000001,39448.0,-16739.0,IF,20201221,20210219,1.0,IFc1,
5652,IF2103.CFX,20210210,5659.0,5649.0,5665.6,5814.6,5665.6,5787.2,5787.8,138.2,138.8,60754.0,10466210.556,115550.0,10367.0,IF,20200720,20210319,2.0,IFc2,
6316,IF2106.CFX,20210210,5582.6,5570.4,5599.2,5734.4,5593.6,5718.0,5711.0,147.6,140.6,8040.0,1366682.28,33287.0,-53.0,IF,20201019,20210618,3.0,IFc3,
7202,IF2102.CFX,20210218,5801.0,5801.2,5926.2,5928.8,5721.0,5747.2,5747.6,-54.0,-53.6,44671.0,7807536.72,22114.0,-17334.0,IF,20201221,20210219,1.0,IFc1,
5653,IF2103.CFX,20210218,5787.2,5787.8,5899.8,5913.2,5708.4,5735.8,5734.2,-52.0,-53.6,105675.0,18397564.002,135367.0,19817.0,IF,20200720,20210319,2.0,IFc2,
6317,IF2106.CFX,20210218,5718.0,5711.0,5848.8,5849.0,5645.2,5671.0,5668.6,-40.0,-42.4,13648.0,2351059.6980000003,37488.0,4201.0,IF,20201019,20210618,3.0,IFc3,
5654,IF2103.CFX,20210219,5735.8,5734.2,5724.2,5763.0,5666.0,5746.2,5748.8,12.0,14.6,109943.0,18856589.334000003,143418.0,8051.0,IF,20200720,20210319,1.0,IFc1,
6318,IF2106.CFX,20210219,5671.0,5668.6,5668.0,5698.0,5603.2,5682.2,5684.0,13.6,15.4,13864.0,2351655.486,38622.0,1134.0,IF,20201019,20210618,2.0,IFc2,
7223,IF2109.CFX,20210219,5596.0,5595.4,5589.8,5623.4,5531.4,5610.0,5612.0,14.6,16.6,2723.0,455753.14200000005,9432.0,634.0,IF,20210118,20210917,3.0,IFc3,
5655,IF2103.CFX,20210222,5746.2,5748.8,5759.0,5761.0,5570.0,5578.0,5606.6,-170.8,-142.2,133089.0,22618124.064,152273.0,8855.0,IF,20200720,20210319,1.0,IFc1,
7612,IF2104.CFX,20210222,,5748.8,5755.4,5755.4,5556.2,5570.2,5597.6,-178.6,-151.2,1695.0,287625.32399999996,1535.0,,IF,20210222,20210416,2.0,IFc2,
6319,IF2106.CFX,20210222,5682.2,5684.0,5692.2,5698.6,5511.6,5519.0,5546.4,-165.0,-137.6,18233.0,3064667.064,42017.0,3395.0,IF,20201019,20210618,3.0,IFc3,
5656,IF2103.CFX,20210223,5578.0,5606.6,5554.6,5627.0,5536.0,5563.6,5561.0,-43.0,-45.6,112716.0,18900106.938,146224.0,-6049.0,IF,20200720,20210319,1.0,IFc1,
7613,IF2104.CFX,20210223,5570.2,5597.6,5534.0,5616.6,5525.6,5554.4,5548.6,-43.2,-49.0,1685.0,281850.12,2053.0,518.0,IF,20210222,20210416,2.0,IFc2,
6320,IF2106.CFX,20210223,5519.0,5546.4,5500.0,5565.4,5474.0,5505.2,5499.6,-41.2,-46.8,15516.0,2574408.426,41662.0,-355.0,IF,20201019,20210618,3.0,IFc3,
5657,IF2103.CFX,20210224,5563.6,5561.0,5581.0,5593.8,5364.0,5419.6,5413.4,-141.4,-147.6,147627.0,24287831.274,156576.0,10352.0,IF,20200720,20210319,1.0,IFc1,
7614,IF2104.CFX,20210224,5554.4,5548.6,5567.2,5581.6,5351.2,5409.6,5404.6,-139.0,-144.0,3526.0,578865.468,3458.0,1405.0,IF,20210222,20210416,2.0,IFc2,
6321,IF2106.CFX,20210224,5505.2,5499.6,5522.0,5532.0,5308.0,5359.8,5353.2,-139.8,-146.4,22725.0,3694769.82,47550.0,5888.0,IF,20201019,20210618,3.0,IFc3,
5658,IF2103.CFX,20210225,5419.6,5413.4,5476.6,5513.2,5427.0,5466.8,5449.2,53.4,35.8,119545.0,19619694.804,143867.0,-12709.0,IF,20200720,20210319,1.0,IFc1,
7615,IF2104.CFX,20210225,5409.6,5404.6,5468.0,5501.8,5415.0,5452.8,5436.0,48.2,31.4,2826.0,462434.706,3973.0,515.0,IF,20210222,20210416,2.0,IFc2,
6322,IF2106.CFX,20210225,5359.8,5353.2,5405.0,5452.8,5368.2,5405.0,5388.8,51.8,35.6,17328.0,2811881.292,45774.0,-1776.0,IF,20201019,20210618,3.0,IFc3,
5659,IF2103.CFX,20210226,5466.8,5449.2,5363.0,5408.8,5301.0,5315.0,5339.8,-134.2,-109.4,134897.0,21656381.406,152256.0,8389.0,IF,20200720,20210319,1.0,IFc1,
7616,IF2104.CFX,20210226,5452.8,5436.0,5306.8,5394.8,5291.4,5305.2,5326.6,-130.8,-109.4,3833.0,613890.324,4893.0,920.0,IF,20210222,20210416,2.0,IFc2,
6323,IF2106.CFX,20210226,5405.0,5388.8,5299.0,5348.0,5241.0,5254.0,5276.4,-134.8,-112.4,22589.0,3585916.434,50961.0,5187.0,IF,20201019,20210618,3.0,IFc3,
5660,IF2103.CFX,20210301,5315.0,5339.8,5359.2,5398.0,5337.4,5391.2,5386.4,51.4,46.6,102131.0,16463844.69,138320.0,-13936.0,IF,20200720,20210319,1.0,IFc1,
7617,IF2104.CFX,20210301,5305.2,5326.6,5360.0,5385.4,5326.4,5377.0,5373.2,50.4,46.6,3222.0,518379.73799999995,5438.0,545.0,IF,20210222,20210416,2.0,IFc2,
