,ts_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,change1,change2,vol,amount,oi,oi_chg,fut_code,list_date,delist_date,expiry_rank,generic,rollover
1723,IF2003.CFX,20190826,3783.6,3786.8,3749.8,3753.0,3722.8,3738.4,3732.8,-48.4,-54.0,704.0,78960.552,3619.0,202.0,IF,20190722,20200320,1.0,IFc1,
1724,IF2003.CFX,20190827,3738.4,3732.8,3754.0,3836.6,3753.6,3777.4,3788.4,44.6,55.6,1321.0,150744.354,3999.0,380.0,IF,20190722,20200320,1.0,IFc1,
1725,IF2003.CFX,20190828,3777.4,3788.4,3789.6,3792.4,3763.2,3773.2,3778.2,-15.2,-10.2,396.0,44869.752,3996.0,-3.0,IF,20190722,20200320,1.0,IFc1,
1726,IF2003.CFX,20190829,3773.2,3778.2,3780.6,3780.6,3741.0,3763.2,3758.2,-15.0,-20.0,521.0,58727.297999999995,4059.0,63.0,IF,20190722,20200320,1.0,IFc1,
1727,IF2003.CFX,20190830,3763.2,3758.2,3790.0,3807.4,3745.4,3767.4,3757.0,9.2,-1.2,1117.0,126600.48599999999,4167.0,108.0,IF,20190722,20200320,1.0,IFc1,
1728,IF2003.CFX,20190902,3767.4,3757.0,3768.2,3843.2,3764.8,3813.6,3829.4,56.6,72.4,2224.0,255006.33,5031.0,864.0,IF,20190722,20200320,1.0,IFc1,
1729,IF2003.CFX,20190903,3813.6,3829.4,3822.4,3825.6,3805.0,3817.0,3815.0,-12.4,-14.4,799.0,91433.56800000001,4958.0,-73.0,IF,20190722,20200320,1.0,IFc1,
1730,IF2003.CFX,20190904,3817.0,3815.0,3818.6,3867.0,3817.0,3867.0,3848.8,52.0,33.8,1340.0,154461.744,5063.0,105.0,IF,20190722,20200320,1.0,IFc1,
1731,IF2003.CFX,20190905,3867.0,3848.8,3888.8,3973.6,3888.8,3911.4,3914.2,62.6,65.4,2479.0,292580.892,5859.0,796.0,IF,20190722,20200320,1.0,IFc1,
1732,IF2003.CFX,20190906,3911.4,3914.2,3928.8,3948.6,3916.6,3946.2,3932.8,32.0,18.6,1021.0,120366.252,5659.0,-200.0,IF,20190722,20200320,1.0,IFc1,
1733,IF2003.CFX,20190909,3946.2,3932.8,3981.4,3981.4,3946.8,3961.0,3956.6,28.2,23.8,1203.0,142872.456,5955.0,296.0,IF,20190722,20200320,1.0,IFc1,
1734,IF2003.CFX,20190910,3961.0,3956.6,3972.2,3972.2,3931.0,3950.2,3951.8,-6.4,-4.8,1181.0,139808.07,6246.0,291.0,IF,20190722,20200320,1.0,IFc1,
1735,IF2003.CFX,20190911,3950.2,3951.8,3960.2,3966.6,3921.0,3929.2,3929.2,-22.6,-22.6,1507.0,178052.22600000002,6535.0,289.0,IF,20190722,20200320,1.0,IFc1,
1736,IF2003.CFX,20190912,3929.2,3929.2,3942.6,3985.0,3936.4,3980.4,3975.8,51.2,46.6,1703.0,202228.134,7100.0,565.0,IF,20190722,20200320,1.0,IFc1,
1737,IF2003.CFX,20190916,3980.4,3975.8,3980.4,3982.8,3938.8,3960.0,3955.6,-15.8,-20.2,1622.0,192936.97199999998,7531.0,431.0,IF,20190722,20200320,1.0,IFc1,
1738,IF2003.CFX,20190917,3960.0,3955.6,3958.2,3958.2,3867.8,3876.0,3881.4,-79.6,-74.2,2836.0,332357.55600000004,7651.0,120.0,IF,20190722,20200320,1.0,IFc1,
1739,IF2003.CFX,20190918,3876.0,3881.4,3900.6,3914.2,3888.4,3897.0,3899.0,15.6,17.6,1108.0,129658.614,7435.0,-216.0,IF,20190722,20200320,1.0,IFc1,
1740,IF2003.CFX,20190919,3897.0,3899.0,3908.0,3915.0,3885.0,3914.2,3907.4,15.2,8.4,1138.0,133199.478,7522.0,87.0,IF,20190722,20200320,1.0,IFc1,
1741,IF2003.CFX,20190920,3914.2,3907.4,3924.2,3930.0,3913.0,3920.0,3918.2,12.6,10.8,1093.0,128539.05,7627.0,105.0,IF,20190722,20200320,1.0,IFc1,
1742,IF2003.CFX,20190923,3920.0,3918.2,3909.8,3909.8,3643.8,3888.2,3878.6,-30.0,-39.6,1056.0,122688.306,7631.0,4.0,IF,20190722,20200320,1.0,IFc1,
1743,IF2003.CFX,20190924,3888.2,3878.6,3894.0,3929.2,3882.6,3885.4,3894.4,6.8,15.8,1218.0,142516.842,7390.0,-241.0,IF,20190722,20200320,1.0,IFc1,
1744,IF2003.CFX,20190925,3885.4,3894.4,3874.8,3887.4,3861.0,3866.4,3875.4,-28.0,-19.0,1140.0,132515.52,7522.0,132.0,IF,20190722,20200320,1.0,IFc1,
1745,IF2003.CFX,20190926,3866.4,3875.4,3882.6,3892.0,3840.6,3841.6,3849.4,-33.8,-26.0,1302.0,151050.45,7422.0,-100.0,IF,20190722,20200320,1.0,IFc1,
1746,IF2003.CFX,20190927,3841.6,3849.4,3851.4,3861.6,3839.2,3854.8,3855.6,5.4,6.2,599.0,69195.198,7375.0,-47.0,IF,20190722,20200320,1.0,IFc1,
1747,IF2003.CFX,20190930,3854.8,3855.6,3840.0,3859.8,3785.6,3786.0,3819.4,-69.6,-36.2,1002.0,115233.924,7601.0,226.0,IF,20190722,20200320,1.0,IFc1,
1748,IF2003.CFX,20191008,3786.0,3819.4,3811.0,3849.0,3806.6,3821.2,3829.2,1.8,9.8,1199.0,137765.328,7713.0,112.0,IF,20190722,20200320,1.0,IFc1,
1749,IF2003.CFX,20191009,3821.2,3829.2,3811.0,3833.0,3791.2,3827.8,3826.0,-1.4,-3.2,990.0,113283.84599999999,7557.0,-156.0,IF,20190722,20200320,1.0,IFc1,
1750,IF2003.CFX,20191010,3827.8,3826.0,3817.6,3864.6,3815.0,3858.6,3855.2,32.6,29.2,1301.0,149906.646,8053.0,496.0,IF,20190722,20200320,1.0,IFc1,
