1,Bills,17-Week,0,0,912797JK4,56000000000,20231121,20231122,20231128,,2023-11-22 14:43:24
2,Bills,4-Week,0,0,912797HW0,85000000000,20231121,20231122,20231128,,2023-11-22 14:43:24
3,Bills,8-Week,0,0,912797JA6,80000000000,20231121,20231122,20231128,,2023-11-22 14:43:24
4,Bills,13-Week,0,0,912797GP6,,20231122,20231127,20231130,,2023-11-22 14:43:24
5,Bills,26-Week,0,0,912797HS9,,20231122,20231127,20231130,,2023-11-22 14:43:24
6,Bills,52-Week,0,0,912797HP5,,20231122,20231128,20231130,,2023-11-22 14:43:24
7,Notes,2-Year,0,0,91282CJL6,,20231122,20231127,20231130,,2023-11-22 14:43:24
8,Notes,5-Year,0,0,91282CJN2,,20231122,20231127,20231130,,2023-11-22 14:43:24
9,Notes,7-Year,0,0,91282CJM4,,20231122,20231128,20231130,,2023-11-22 14:43:24
